priority,source,owner,id,check,reason,detail,structured,envKeys,action
P1,rollback,platform-owner,Platform,Platform,Platform rollback drill is DEFERRED with approved deferral evidence,Platform rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise platform config/runtime appearance rollback and cache clear; attach bootstrap/config version and audit evidence. Required evidence: runtime appearance/config version before and after rollback; cache clear or version invalidation evidence; bootstrap response using the rolled-back config; platform audit entry for the rollback action. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,plugin-owner,Plugin,Plugin,Plugin rollback drill is DEFERRED with approved deferral evidence,Plugin rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise tenant plugin disable/version rollback and bootstrap projection rebuild; attach audit and tenant projection evidence. Required evidence: tenant plugin disable or version rollback command output; bootstrap projection rebuild evidence; tenant plugin projection row before and after rollback; plugin audit entry for the rollback action. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P2,explain,database,ai-knowledge-index-retry.json,ai-knowledge-index-retry.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,message-archive-total.json,message-archive-total.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,message-unread-count.json,message-unread-count.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,message-visible-list.json,message-visible-list.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,platform-outbox-owner-relay-file.json,platform-outbox-owner-relay-file.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,platform-outbox-owner-relay-message.json,platform-outbox-owner-relay-message.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,platform-runtime-appearance.json,platform-runtime-appearance.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P2,explain,database,plugin-bootstrap.json,plugin-bootstrap.json,missing required EXPLAIN artifact,missing required EXPLAIN artifact,false,"DDD_EXPLAIN_DIR;DDD_EXPLAIN_STRICT;DDD_EXPLAIN_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR;MYSQL_CLI;MYSQL_HOST;MYSQL_PORT;MYSQL_USER;MYSQL_PASSWORD;MYSQL_DATABASE;DDD_EXPLAIN_DATABASE","Run production-equivalent MySQL EXPLAIN collection with `node scripts/ddd-collect-explain.mjs`, then `DDD_EXPLAIN_STRICT=true node scripts/ddd-explain-gate.mjs`."
P3,orchestrator,database,orchestrator-preflight-migration-runtime-evidence,migration-runtime-evidence,"missing migration drill env: DDD_MIGRATION_FRESH_DB_VALIDATED, DDD_MIGRATION_UPGRADE_DB_VALIDATED, DDD_MIGRATION_FRESH_DB_EVIDENCE, DDD_MIGRATION_UPGRADE_DB_EVIDENCE","missing migration drill env: DDD_MIGRATION_FRESH_DB_VALIDATED, DDD_MIGRATION_UPGRADE_DB_VALIDATED, DDD_MIGRATION_FRESH_DB_EVIDENCE, DDD_MIGRATION_UPGRADE_DB_EVIDENCE",false,"DDD_MIGRATION_FRESH_DB_VALIDATED;DDD_MIGRATION_UPGRADE_DB_VALIDATED;DDD_MIGRATION_FRESH_DB_EVIDENCE;DDD_MIGRATION_UPGRADE_DB_EVIDENCE","Resolve the orchestrator preflight blocker, then rerun strict release evidence with `node scripts/ddd-release-evidence-orchestrator.mjs`."
P3,orchestrator,frontend,orchestrator-preflight-frontend-runtime-base-url,frontend-runtime-base-url,missing deployed frontend base URL,missing deployed frontend base URL,false,"PLAYWRIGHT_BASE_URL;FRONTEND_BASE_URL","Resolve the orchestrator preflight blocker, then rerun strict release evidence with `node scripts/ddd-release-evidence-orchestrator.mjs`."
P3,orchestrator,release-owner,orchestrator-run-mode,orchestrator-run-mode,"strict release requires run mode report, got plan","strict release requires run mode report, got plan",false,DDD_RELEASE_EVIDENCE_STRICT,Run the release evidence orchestrator in strict run mode after preflight blockers are resolved with `node scripts/ddd-release-evidence-orchestrator.mjs`.
